学科类,批次,专业,标签,判定依据,配对数_24_25,超额漂移_24_25,阈值_24_25,显著_24_25,同向率_24_25,配对数_25_26,超额漂移_25_26,阈值_25_26,显著_25_26,同向率_25_26,两段合计超额漂移,原始位次口径_24_25,原始位次口径_25_26,单元数_2024,单元数_2025,单元数_2026,供给变动_24_26,层次分化_25_26
历史学科类,本科批,社会学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,8,+0.0855,0.0704,是,0.88,8,-0.0074,0.0905,否,0.50,+0.0781,+0.1174,+0.0154,11,12,9,-2,985:2个/-8.0% 普通公办:6个/+1.7%
历史学科类,本科批,物流管理,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,43,-0.0177,0.0286,否,0.67,37,-0.0573,0.0414,是,0.76,-0.0749,+0.0142,-0.0344,54,54,42,-12,211:1个/-6.9% 普通公办:22个/-2.2% 民办:14个/-8.6%
历史学科类,本科批,商务英语,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,37,-0.0244,0.0309,否,0.59,39,-0.0466,0.0403,是,0.85,-0.0710,+0.0075,-0.0237,60,52,47,-13,211:2个/+3.1% 普通公办:29个/-4.6% 民办:8个/-11.2%
历史学科类,本科批,旅游管理,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,48,-0.0244,0.0268,否,0.67,46,-0.0441,0.0368,是,0.67,-0.0685,+0.0075,-0.0213,62,62,57,-5,211:5个/-4.9% 普通公办:35个/-5.1% 民办:6个/-1.8%
历史学科类,本科批,劳动与社会保障,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,22,+0.0431,0.0420,是,0.68,19,+0.0231,0.0575,否,0.53,+0.0661,+0.0749,+0.0459,32,26,25,-7,211:3个/-2.5% 985:3个/+6.8% 双一流:1个/-1.5% 普通公办:10个/+3.1% 民办:2个/-13.7%
历史学科类,本科批,建筑学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,12,+0.0402,0.0563,否,0.67,12,-0.1054,0.0735,是,0.67,-0.0652,+0.0721,-0.0826,18,17,15,-3,普通公办:11个/-8.9% 民办:1个/-13.7%
历史学科类,本科批,小学教育,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,15,+0.0795,0.0504,是,0.87,28,-0.0234,0.0475,否,0.61,+0.0561,+0.1114,-0.0005,47,41,36,-11,普通公办:20个/+2.8% 民办:8个/-5.2%
历史学科类,本科批,新闻学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,44,+0.0505,0.0282,是,0.77,44,-0.0035,0.0377,否,0.55,+0.0470,+0.0824,+0.0193,64,55,51,-13,211:8个/-1.9% 985:1个/+12.4% 双一流:1个/+19.6% 普通公办:27个/+0.7% 民办:7个/-6.6%
历史学科类,本科批,国际商务,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,7,-0.1029,0.0769,是,0.86,8,+0.0598,0.0905,否,0.62,-0.0432,-0.0711,+0.0826,20,11,10,-10,211:1个/+20.3% 985:1个/+12.5% 普通公办:6个/+1.8%
历史学科类,本科批,财务管理,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,92,-0.0238,0.0196,是,0.65,88,-0.0151,0.0269,否,0.58,-0.0389,+0.0081,+0.0078,115,99,105,-10,211:2个/+7.7% 普通公办:42个/+1.4% 民办:44个/-4.2%
历史学科类,本科批,国际经济与贸易,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,116,-0.0079,0.0172,否,0.54,105,-0.0272,0.0244,是,0.61,-0.0351,+0.0239,-0.0043,174,150,145,-29,211:10个/+2.7% 985:12个/+8.8% 双一流:3个/+0.5% 普通公办:59个/-2.9% 民办:21个/-6.8%
历史学科类,本科批,税收学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,16,+0.0526,0.0487,是,0.62,20,-0.0243,0.0561,否,0.70,+0.0283,+0.0845,-0.0014,21,24,26,+5,211:2个/-7.0% 985:1个/+5.5% 普通公办:10个/+1.1% 民办:7个/-7.5%
历史学科类,本科批,日语,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,98,-0.0136,0.0189,否,0.55,97,+0.0365,0.0255,是,0.61,+0.0229,+0.0183,+0.0593,138,129,108,-30,211:10个/+5.0% 985:1个/-0.3% 双一流:1个/+4.8% 普通公办:65个/+4.9% 民办:20个/-6.1%
历史学科类,本科批,学前教育,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,16,+0.0239,0.0487,否,0.69,31,-0.0456,0.0453,是,0.77,-0.0217,+0.0558,-0.0228,69,53,38,-31,普通公办:23个/-4.0% 民办:8个/-9.0%
历史学科类,本科批,戏剧影视文学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,12,+0.0655,0.0563,是,0.67,10,-0.0465,0.0812,否,0.60,+0.0190,+0.0974,-0.0236,17,13,12,-5,211:1个/+1.2% 985:1个/+72.8% 普通公办:6个/-4.6% 民办:2个/-11.6%
物理学科类,专科批,无人机应用技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,14,-0.0579,0.0234,是,0.64,28,-0.0161,0.0178,否,0.71,-0.0739,-0.0838,-0.0109,22,39,60,+38,普通公办:19个/-1.6% 民办:9个/-1.6%
物理学科类,专科批,针灸推拿,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,8,+0.0298,0.0309,否,0.75,12,+0.0420,0.0264,是,0.83,+0.0718,+0.0038,+0.0472,8,13,15,+7,普通公办:8个/+4.7% 民办:4个/+0.3%
物理学科类,专科批,飞行器数字化制造技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,8,-0.0457,0.0309,是,0.75,10,-0.0201,0.0291,否,0.70,-0.0658,-0.0716,-0.0149,8,11,12,+4,普通公办:9个/-2.7% 民办:1个/+0.0%
物理学科类,专科批,船舶工程技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,8,-0.0358,0.0309,是,0.62,7,-0.0230,0.0354,否,0.71,-0.0588,-0.0617,-0.0178,9,8,9,+0,普通公办:5个/-2.7% 民办:2个/-0.5%
物理学科类,专科批,道路与桥梁工程技术,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,10,+0.0157,0.0277,否,0.70,8,+0.0429,0.0324,是,0.88,+0.0586,-0.0102,+0.0481,12,10,10,-2,普通公办:8个/+4.3%
物理学科类,专科批,助产,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,9,+0.0297,0.0292,是,0.78,5,+0.0259,0.0429,否,0.80,+0.0556,+0.0038,+0.0311,11,11,6,-5,普通公办:4个/+2.9% 民办:1个/+2.3%
物理学科类,专科批,学前教育,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,13,+0.0385,0.0242,是,0.85,17,+0.0125,0.0221,否,0.59,+0.0510,+0.0125,+0.0177,48,39,27,-21,普通公办:14个/+1.5% 民办:3个/-6.1%
物理学科类,专科批,智能焊接技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,8,-0.0333,0.0309,是,1.00,12,-0.0128,0.0264,否,0.83,-0.0461,-0.0592,-0.0076,10,15,15,+5,普通公办:11个/-1.1% 民办:1个/-1.5%
物理学科类,专科批,临床医学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,23,+0.0376,0.0194,是,0.87,24,+0.0078,0.0194,否,0.62,+0.0454,+0.0117,+0.0130,24,27,28,+4,普通公办:16个/+0.5% 民办:8个/+2.7%
物理学科类,专科批,工程造价,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,33,+0.0300,0.0159,是,0.79,27,+0.0078,0.0183,否,0.63,+0.0379,+0.0041,+0.0130,47,37,30,-17,普通公办:25个/+0.8% 民办:2个/+2.1%
物理学科类,专科批,商务英语,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,7,+0.0113,0.0339,否,0.57,5,-0.0490,0.0429,是,0.80,-0.0377,-0.0146,-0.0438,11,8,6,-5,普通公办:4个/-5.0% 民办:1个/+12.6%
物理学科类,专科批,铁道供电技术,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,6,-0.0154,0.0374,否,0.67,6,+0.0475,0.0388,是,1.00,+0.0321,-0.0414,+0.0527,7,7,7,+0,普通公办:5个/+4.4% 民办:1个/+6.0%
物理学科类,专科批,建筑工程技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,27,+0.0236,0.0181,是,0.74,22,+0.0083,0.0200,否,0.59,+0.0319,-0.0023,+0.0135,40,35,26,-14,普通公办:20个/+1.7% 民办:2个/-3.0%
物理学科类,专科批,市场营销,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,22,+0.0068,0.0197,否,0.59,16,+0.0237,0.0229,是,0.75,+0.0305,-0.0191,+0.0289,26,25,16,-10,普通公办:15个/+2.4% 民办:1个/-1.8%
物理学科类,专科批,护理,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,78,+0.0215,0.0106,是,0.74,80,+0.0086,0.0103,否,0.61,+0.0301,-0.0044,+0.0138,95,101,91,-4,普通公办:50个/+1.5% 民办:30个/+0.4%
物理学科类,专科批,铁道机车运用与维护,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,12,-0.0127,0.0250,否,0.58,13,+0.0419,0.0254,是,0.77,+0.0292,-0.0386,+0.0471,13,13,14,+1,普通公办:12个/+4.4% 民办:1个/-0.0%
物理学科类,专科批,云计算技术应用,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,15,+0.0066,0.0227,否,0.80,11,-0.0294,0.0277,是,0.64,-0.0229,-0.0193,-0.0242,17,16,13,-4,普通公办:11个/-2.9%
物理学科类,专科批,机电一体化技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,58,-0.0153,0.0124,是,0.67,64,-0.0066,0.0116,否,0.64,-0.0219,-0.0412,-0.0014,70,78,101,+31,普通公办:50个/-0.8% 民办:14个/-0.6%
物理学科类,专科批,动物医学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,14,-0.0037,0.0234,否,0.57,18,+0.0232,0.0214,是,0.67,+0.0194,-0.0297,+0.0284,16,20,26,+10,普通公办:12个/+2.5% 民办:6个/+2.3%
物理学科类,专科批,医学检验技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,23,+0.0251,0.0194,是,0.87,21,-0.0118,0.0204,否,0.52,+0.0133,-0.0008,-0.0066,28,31,27,-1,普通公办:15个/+2.1% 民办:6个/-1.7%
物理学科类,专科批,计算机应用技术,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,43,+0.0154,0.0142,是,0.58,45,-0.0053,0.0137,否,0.53,+0.0100,-0.0106,-0.0001,66,60,54,-12,普通公办:29个/+1.2% 民办:16个/-1.8%
物理学科类,专科批,铁道交通运营管理,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,13,-0.0209,0.0242,否,0.92,13,+0.0257,0.0254,是,0.92,+0.0047,-0.0469,+0.0309,14,15,13,-1,普通公办:13个/+2.6%
物理学科类,本科批,基础医学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,10,+0.0491,0.0516,否,0.80,13,+0.1415,0.0471,是,1.00,+0.1905,+0.0715,+0.1592,14,14,13,-1,211:2个/+24.7% 普通公办:11个/+14.1%
物理学科类,本科批,功能材料,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,6,-0.0584,0.0698,否,1.00,8,-0.1121,0.0628,是,1.00,-0.1705,-0.0360,-0.0944,9,8,12,+3,211:1个/-3.0% 普通公办:6个/-13.2% 民办:1个/-6.4%
物理学科类,本科批,传播学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,7,+0.1073,0.0629,是,0.86,8,+0.0542,0.0628,否,0.88,+0.1615,+0.1297,+0.0719,9,8,8,-1,211:1个/+1.8% 普通公办:5个/+9.5% 民办:2个/+1.3%
物理学科类,本科批,焊接技术与工程,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,11,-0.0465,0.0493,否,0.82,13,-0.0758,0.0471,是,0.92,-0.1223,-0.0241,-0.0580,13,16,15,+2,普通公办:10个/-9.1% 民办:3个/-0.2%
物理学科类,本科批,矿物加工工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,7,-0.0657,0.0629,是,1.00,7,-0.0532,0.0697,否,0.86,-0.1189,-0.0433,-0.0354,9,9,8,-1,普通公办:7个/-5.3%
物理学科类,本科批,轻化工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,8,-0.0805,0.0570,是,0.88,11,-0.0379,0.0519,否,0.91,-0.1184,-0.0581,-0.0202,9,11,12,+3,211:1个/-4.1% 普通公办:10个/-2.7%
物理学科类,本科批,投资学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,11,+0.0475,0.0493,否,0.73,8,+0.0688,0.0628,是,1.00,+0.1164,+0.0699,+0.0866,12,12,14,+2,211:1个/+17.6% 普通公办:4个/+6.9% 民办:3个/+2.8%
物理学科类,本科批,生物科学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,21,+0.0296,0.0343,否,0.62,43,+0.0809,0.0251,是,0.77,+0.1104,+0.0520,+0.0986,52,58,64,+12,211:6个/+3.5% 985:3个/+16.5% 双一流:2个/-1.6% 普通公办:32个/+10.0%
物理学科类,本科批,飞行器设计与工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,9,-0.0884,0.0541,是,0.89,10,-0.0211,0.0552,否,0.60,-0.1095,-0.0660,-0.0034,10,14,18,+8,211:1个/+2.7% 985:4个/+6.2% 普通公办:5个/-4.7%
物理学科类,本科批,中医学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,41,+0.0168,0.0242,否,0.61,42,+0.0925,0.0254,是,0.90,+0.1093,+0.0392,+0.1103,46,45,50,+4,211:4个/+16.7% 双一流:5个/+13.9% 普通公办:28个/+8.9% 民办:5个/+2.1%
物理学科类,本科批,食品营养与健康,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,9,-0.0578,0.0541,是,0.78,11,-0.0408,0.0519,否,0.73,-0.0986,-0.0354,-0.0231,10,15,16,+6,211:2个/-4.8% 普通公办:7个/-4.9% 民办:2个/+2.9%
物理学科类,本科批,采矿工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,18,-0.0617,0.0370,是,0.94,15,-0.0359,0.0439,否,0.93,-0.0976,-0.0393,-0.0182,19,20,17,-2,211:1个/-8.2% 普通公办:14个/-3.3%
物理学科类,本科批,金属材料工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,25,-0.0682,0.0313,是,0.88,27,-0.0278,0.0326,否,0.89,-0.0961,-0.0458,-0.0101,29,32,34,+5,211:1个/-15.0% 普通公办:24个/-3.3% 民办:2个/+0.3%
物理学科类,本科批,助产学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,10,+0.0205,0.0516,否,0.80,7,+0.0737,0.0697,是,0.71,+0.0942,+0.0429,+0.0914,11,13,8,-3,普通公办:4个/+1.9% 民办:3个/+13.4%
物理学科类,本科批,园林,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,22,+0.0783,0.0335,是,0.82,18,+0.0157,0.0397,否,0.61,+0.0940,+0.1007,+0.0334,28,26,20,-8,211:5个/-2.3% 985:1个/+2.0% 双一流:1个/+0.8% 普通公办:10个/+2.8% 民办:1个/-2.1%
物理学科类,本科批,电气工程与智能控制,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,12,-0.0436,0.0472,否,0.58,13,-0.0475,0.0471,是,0.77,-0.0911,-0.0212,-0.0297,13,13,17,+4,211:1个/-2.2% 普通公办:8个/-7.2% 民办:4个/+2.2%
物理学科类,本科批,资产评估,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,12,+0.0891,0.0472,是,1.00,8,+0.0001,0.0628,否,0.50,+0.0893,+0.1115,+0.0179,12,12,10,-2,普通公办:3个/+1.8% 民办:5个/-0.5%
物理学科类,本科批,储能科学与工程,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,20,-0.0285,0.0352,否,0.75,24,-0.0572,0.0347,是,0.92,-0.0857,-0.0061,-0.0395,24,28,29,+5,211:6个/-5.0% 985:1个/-9.5% 普通公办:16个/-5.8% 民办:1个/-4.6%
物理学科类,本科批,能源化学工程,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,11,-0.0389,0.0493,否,1.00,15,-0.0456,0.0439,是,1.00,-0.0845,-0.0165,-0.0278,17,19,16,-1,普通公办:15个/-4.6%
物理学科类,本科批,化学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,25,+0.0138,0.0313,否,0.56,54,+0.0695,0.0223,是,0.70,+0.0833,+0.0362,+0.0872,70,70,86,+16,211:11个/+3.5% 985:3个/-2.8% 双一流:2个/+1.2% 普通公办:38个/+8.7%
物理学科类,本科批,学前教育,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,15,+0.0347,0.0416,否,0.87,21,+0.0485,0.0371,是,0.76,+0.0833,+0.0571,+0.0663,38,36,26,-12,普通公办:14个/+3.5% 民办:7个/+4.9%
物理学科类,本科批,水文与水资源工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,7,-0.0734,0.0629,是,0.86,11,-0.0095,0.0519,否,0.64,-0.0830,-0.0510,+0.0082,13,12,15,+2,211:3个/-1.0% 985:2个/+2.5% 普通公办:5个/+3.0% 民办:1个/-6.4%
物理学科类,本科批,船舶与海洋工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,19,-0.0498,0.0360,是,0.84,23,-0.0318,0.0355,否,0.78,-0.0816,-0.0274,-0.0141,20,25,34,+14,211:2个/-6.0% 985:3个/-0.6% 普通公办:16个/-5.9% 民办:2个/-3.2%
物理学科类,本科批,飞行器动力工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,11,-0.0579,0.0493,是,0.82,12,-0.0204,0.0489,否,0.75,-0.0783,-0.0355,-0.0026,11,12,12,+1,985:2个/+12.8% 普通公办:9个/-3.5% 民办:1个/+9.7%
物理学科类,本科批,财政学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,14,+0.0453,0.0433,是,0.79,12,+0.0322,0.0489,否,0.67,+0.0775,+0.0677,+0.0500,19,16,14,-5,211:1个/+3.9% 普通公办:9个/+4.2% 民办:2个/-0.3%
物理学科类,本科批,资源勘查工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,24,-0.0472,0.0320,是,0.75,21,-0.0262,0.0371,否,0.76,-0.0734,-0.0248,-0.0084,27,32,31,+4,211:2个/-3.2% 双一流:2个/-11.4% 普通公办:17个/-2.1%
物理学科类,本科批,运动康复,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,6,-0.0062,0.0698,否,0.50,6,+0.0787,0.0776,是,0.83,+0.0725,+0.0162,+0.0964,7,7,11,+4,211:1个/-17.1% 普通公办:5个/+10.2%
物理学科类,本科批,飞行器制造工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,15,-0.0457,0.0416,是,0.87,18,-0.0246,0.0397,否,0.67,-0.0703,-0.0233,-0.0069,16,18,22,+6,211:1个/-2.9% 双一流:1个/-5.3% 普通公办:12个/-3.2% 民办:4个/+3.7%
物理学科类,本科批,应用心理学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,20,+0.0045,0.0352,否,0.50,24,+0.0648,0.0347,是,0.79,+0.0694,+0.0269,+0.0826,31,33,35,+4,211:2个/+18.0% 双一流:1个/-10.1% 普通公办:19个/+6.3% 民办:2个/+6.3%
物理学科类,本科批,翻译,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,21,+0.0112,0.0343,否,0.62,22,+0.0581,0.0363,是,0.73,+0.0693,+0.0336,+0.0758,30,27,24,-6,211:3个/+7.5% 普通公办:13个/+6.1% 民办:6个/+4.5%
物理学科类,本科批,建筑学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,46,+0.0562,0.0228,是,0.76,43,+0.0116,0.0251,否,0.58,+0.0677,+0.0786,+0.0293,65,53,52,-13,211:3个/-2.7% 985:1个/+41.1% 普通公办:31个/+2.8% 民办:8个/+0.8%
物理学科类,本科批,新能源汽车工程,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,18,-0.0107,0.0370,否,0.72,20,-0.0562,0.0379,是,0.80,-0.0669,+0.0117,-0.0385,23,24,33,+10,普通公办:12个/-6.6% 民办:8个/-0.1%
物理学科类,本科批,日语,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,38,+0.0222,0.0251,否,0.61,35,+0.0436,0.0278,是,0.71,+0.0659,+0.0446,+0.0614,59,48,39,-20,211:3个/+9.6% 普通公办:18个/+6.7% 民办:14个/+0.2%
物理学科类,本科批,地理信息科学,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,21,+0.0420,0.0343,是,0.86,23,+0.0220,0.0355,否,0.78,+0.0640,+0.0644,+0.0397,30,29,35,+5,211:6个/+9.4% 985:1个/-19.5% 普通公办:16个/+2.2%
物理学科类,本科批,应急技术与管理,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,17,-0.0202,0.0384,否,0.65,18,-0.0433,0.0397,是,0.78,-0.0634,+0.0022,-0.0255,18,22,21,+3,211:2个/-8.1% 普通公办:16个/-3.7%
物理学科类,本科批,信息管理与信息系统,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,59,+0.0424,0.0201,是,0.83,57,+0.0203,0.0217,否,0.60,+0.0627,+0.0648,+0.0381,83,74,78,-5,211:10个/-6.9% 985:1个/-12.2% 普通公办:39个/+3.6% 民办:7个/+3.9%
物理学科类,本科批,中药学,单年跳变,仅 2025→2026 显著，另一段落在噪声带内,28,+0.0092,0.0296,否,0.61,34,+0.0498,0.0283,是,0.76,+0.0590,+0.0316,+0.0675,35,40,44,+9,211:3个/+7.9% 普通公办:22个/+7.8% 民办:9个/+2.1%
物理学科类,本科批,工程管理,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,94,+0.0407,0.0159,是,0.82,79,+0.0173,0.0181,否,0.66,+0.0580,+0.0631,+0.0350,114,113,85,-29,211:8个/+4.2% 985:1个/-2.8% 普通公办:54个/+1.9% 民办:16个/+0.3%
物理学科类,本科批,交通运输,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,28,-0.0515,0.0296,是,0.75,29,-0.0046,0.0313,否,0.52,-0.0561,-0.0291,+0.0132,36,35,34,-2,211:5个/+1.7% 普通公办:18个/-3.3% 民办:6个/+1.5%
物理学科类,本科批,金融工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,49,+0.0406,0.0220,是,0.84,49,+0.0155,0.0235,否,0.57,+0.0561,+0.0630,+0.0333,63,60,54,-9,211:6个/+2.4% 985:2个/+20.4% 普通公办:30个/+1.7% 民办:11个/+0.2%
物理学科类,本科批,少数民族预科班,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,25,-0.0389,0.0313,是,0.72,18,-0.0168,0.0397,否,0.56,-0.0557,-0.0165,+0.0009,25,25,18,-7,211:4个/-5.1% 985:1个/-5.6% 普通公办:13个/+2.3%
物理学科类,本科批,安全工程,单年跳变,仅 2024→2025 显著，另一段落在噪声带内,39,-0.0408,0.0248,是,0.72,46,-0.0146,0.0243,否,0.61,-0.0554,-0.0184,+0.0032,47,48,58,+11,211:4个/+2.7% 普通公办:37个/-1.6% 民办:5个/-1.5%
